year_film;year_ceremony;ceremony;Category;gender;name;Race;film;winner
1948;1949;21;SHORT SUBJECT (Two-reel);Male;Walt Disney, Producer;White;Seal Island;VERDADEIRO
1948;1949;21;SHORT SUBJECT (Two-reel);Male;Thomas Mead, Producer;White;Snow Capers;FALSO
1948;1949;21;SOUND RECORDING;Male;Warner Bros. Studio Sound Department, Col. Nathan O. Levinson, Sound Director;White;Johnny Belinda;FALSO
1948;1949;21;SOUND RECORDING;Male;Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director;White;Moonrise;FALSO
1948;1949;21;SOUND RECORDING;Male;20th Century-Fox Studio Sound Department, Thomas T. Moulton, Sound Director;White;The Snake Pit;VERDADEIRO
1948;1949;21;SPECIAL EFFECTS;Male;"Special Visual Effects by Ralph Hammeras, Fred Sersen, Edward Snyder; Special Audible Effects by Roger Heman";White;Deep Waters;FALSO
1948;1949;21;SPECIAL EFFECTS;Male;"Special Visual Effects by Paul Eagler, J. McMillan Johnson, Russell Shearman, Clarence Slifer; Special Audible Effects by Charles Freeman, James G. Stewart";White;Portrait of Jennie;VERDADEIRO
1948;1949;21;WRITING (Motion Picture Story);Female;Frances Flaherty, Robert Flaherty;White;Louisiana Story;FALSO
1948;1949;21;WRITING (Motion Picture Story);Male;Malvin Wald;White;The Naked City;FALSO
1948;1949;21;WRITING (Motion Picture Story);Male;Borden Chase;White;Red River;FALSO
1948;1949;21;WRITING (Motion Picture Story);Male;Emeric Pressburger;White;The Red Shoes;FALSO
1948;1949;21;WRITING (Motion Picture Story);Male;Richard Schweizer, David Wechsler;White;The Search;VERDADEIRO
1948;1949;21;WRITING (Adapted Screenplay);Male;Charles Brackett, Billy Wilder, Richard L. Breen;White;A Foreign Affair;FALSO
1948;1949;21;WRITING (Adapted Screenplay);Female;Irmgard Von Cube, Allen Vincent;White;Johnny Belinda;FALSO
1948;1949;21;WRITING (Adapted Screenplay);Male;Richard Schweizer, David Wechsler;White;The Search;FALSO
1948;1949;21;WRITING (Adapted Screenplay);Male;Frank Partos, Millen Brand;White;The Snake Pit;FALSO
1948;1949;21;WRITING (Adapted Screenplay);Male;John Huston;White;The Treasure of the Sierra Madre;VERDADEIRO
1948;1949;21;SPECIAL FOREIGN LANGUAGE FILM AWARD;Male; Monsieur Vincent - voted by the Academy Board of Governors as the most outstanding foreign language film released in the United States during 1948.;White;;VERDADEIRO
1948;1949;21;SPECIAL AWARD;Male; Ivan Jandl;White;;VERDADEIRO
1948;1949;21;SPECIAL AWARD;Male; Sid Grauman;White;;VERDADEIRO
1948;1949;21;SPECIAL AWARD;Male; Adolph Zukor;White;;VERDADEIRO
1948;1949;21;SPECIAL AWARD;Female; Walter Wanger for distinguished service to the industry in adding to its moral stature in the world community by his production of the picture Joan of Arc.;White;;VERDADEIRO
1948;1949;21;SPECIAL AWARD;Male; Jean Hersholt - in recognition of his service to the Academy during four terms as president.;White;;VERDADEIRO
1948;1949;21;IRVING G. THALBERG MEMORIAL AWARD;Male;Jerry Wald;White;;VERDADEIRO
1949;1950;22;ART DIRECTION (Black-and-White);Male;"Art Direction:  Lyle Wheeler, Joseph C. Wright;  Set Decoration:  Thomas Little, Paul S. Fox";White;Come to the Stable;FALSO
1949;1950;22;ART DIRECTION (Black-and-White);Male;"Art Direction:  Harry Horner, John Meehan;  Set Decoration:  Emile Kuri";Asian;The Heiress;VERDADEIRO
1949;1950;22;ART DIRECTION (Black-and-White);Male;"Art Direction:  Cedric Gibbons, Jack Martin Smith;  Set Decoration:  Edwin B. Willis, Richard A. Pefferle";White;Madame Bovary;FALSO
1949;1950;22;ART DIRECTION (Color);Male;"Art Direction:  Edward Carrere;  Set Decoration:  Lyle Reifsnider";White;The Adventures of Don Juan;FALSO
1949;1950;22;ART DIRECTION (Color);Male;"Art Direction:  Cedric Gibbons, Paul Groesse;  Set Decoration:  Edwin B. Willis, Jack D. Moore";White;Little Women;VERDADEIRO
1949;1950;22;ART DIRECTION (Color);Male;Art Direction:  Jim Morahan, William Kellner, Michael Relph;White;Saraband;FALSO
1949;1950;22;CINEMATOGRAPHY;Male;Paul C. Vogel;White;Battleground;VERDADEIRO
1949;1950;22;CINEMATOGRAPHY;Male;Frank Planer;White;Champion;FALSO
1949;1950;22;CINEMATOGRAPHY;Male;Joseph LaShelle;White;Come to the Stable;FALSO
1949;1950;22;CINEMATOGRAPHY;Male;Leo Tover;White;The Heiress;FALSO
1949;1950;22;CINEMATOGRAPHY;Male;Leon Shamroy;White;Prince of Foxes;FALSO
1949;1950;22;CINEMATOGRAPHY;Male;Harry Stradling;White;The Barkleys of Broadway;FALSO
1949;1950;22;CINEMATOGRAPHY;Male;William Snyder;White;Jolson Sings Again;FALSO
1949;1950;22;CINEMATOGRAPHY;Male;Robert Planck, Charles Schoenbaum;White;Little Women;FALSO
1949;1950;22;CINEMATOGRAPHY;Male;Charles G. Clarke;White;Sand;FALSO
1949;1950;22;CINEMATOGRAPHY;Male;Winton Hoch;White;She Wore a Yellow Ribbon;VERDADEIRO
1949;1950;22;COSTUME DESIGN (Black-and-White);Female;Edith Head, Gile Steele;White;The Heiress;VERDADEIRO
1949;1950;22;COSTUME DESIGN (Black-and-White);Male;Vittorio Nino Novarese;White;Prince of Foxes;FALSO
1949;1950;22;COSTUME DESIGN (Color);Female;Leah Rhodes, Travilla, Marjorie Best;White;The Adventures of Don Juan;VERDADEIRO
1949;1950;22;COSTUME DESIGN (Color);Female;Kay Nelson;White;Mother Is a Freshman;FALSO
1949;1950;22;DIRECTING;Male;Robert Rossen;White;All the King's Men;FALSO
1949;1950;22;DIRECTING;Male;William A. Wellman;White;Battleground;FALSO
1949;1950;22;DIRECTING;Female;Carol Reed;White;The Fallen Idol;FALSO
1949;1950;22;DIRECTING;Male;William Wyler;White;The Heiress;FALSO
1949;1950;22;DIRECTING;Male;Joseph L. Mankiewicz;White;A Letter to Three Wives;VERDADEIRO
1949;1950;22;DOCUMENTARY (Feature);Male;Crown Film Unit;White;Daybreak in Udi;VERDADEIRO
1949;1950;22;DOCUMENTARY (Feature);Male;Paul F. Heard, Producer;White;Kenji Comes Home;FALSO
1949;1950;22;DOCUMENTARY (Short Subject);Male;Richard de Rochemont, Producer;White;A Chance to Live;VERDADEIRO
1949;1950;22;DOCUMENTARY (Short Subject);Male;French Cinema General Cooperative;White;1848;FALSO
1949;1950;22;DOCUMENTARY (Short Subject);Male;St. Francis-Xavier University, Antigonish, Nova Scotia;White;The Rising Tide;FALSO
1949;1950;22;DOCUMENTARY (Short Subject);Male;Edward Selzer, Producer;White;So Much for So Little;VERDADEIRO
1949;1950;22;FILM EDITING;Male;Robert Parrish, Al Clark;White;All the King's Men;FALSO
1949;1950;22;FILM EDITING;Male;John Dunning;White;Battleground;FALSO
1949;1950;22;FILM EDITING;Male;Harry Gerstad;White;Champion;VERDADEIRO
